Chapter,ChapterTitle,SubChapter,SubChapterTitle,Section,SectionTitle,Subsection,Point,Subpoint,Text,law_name,global_index
X,Finance,0,,104a,Apportionment of expenditures – Financial system – Liability,(6),0,0,"In accordance with the internal allocation of competencies and responsibilities, the Federation and the Länder shall bear the costs entailed by a violation of obligations incumbent on Germany under supranational or international law. In cases of financial corrections by the European Union with effect transcending one specific Land, the Federation and the Länder shall bear such costs at a ratio of 15 to 85. In such cases, the Länder as a whole shall be responsible in solidarity for 35 per cent of the total burden according to a general formula; 50 per cent of the total burden shall be borne by those Länder which have caused the encumbrance, adjusted to the size of the amount of the financial means received. Details shall be regulated by a federal law requiring the consent of the Bundesrat.",basic_law,2965
X,Finance,0,,104b,Financial assistance for investments,(1),0,0,"To the extent that this Basic Law confers on it the power to legislate, the Federation may grant the Länder financial assistance for particularly important investments by the Länder and municipalities (associations of municipalities) which are necessary to:",basic_law,2966
X,Finance,0,,104b,Financial assistance for investments,(1),1.0,0,"avert a disturbance of the overall economic equilibrium,",basic_law,2967
X,Finance,0,,104b,Financial assistance for investments,(1),2.0,0,"equalise differing economic capacities within the federal territory, or",basic_law,2968
X,Finance,0,,104b,Financial assistance for investments,(1),3.0,0,"promote economic growth. By way of derogation from the first sentence, the Federation may grant financial assistance even outside its field of legislative powers in cases of natural disasters or exceptional emergency situations beyond governmental control and substantially harmful to the state’s financial capacity.",basic_law,2969
X,Finance,0,,104b,Financial assistance for investments,(2),0,0,"Details, especially with respect to the kinds of investments to be promoted, shall be regulated by a federal law requiring the consent of the Bundesrat or by an executive agreement based on the Federal Budget Act. The federal law or executive agreement may contain provisions on the shaping of the respective Land programmes for the use of the financial assistance. The criteria for the shaping of the Land programmes shall be specified in agreement with the affected Länder. To ensure that the funds are used for their intended purpose, the Federal Government may require the submission of reports and documents and conduct surveys of any authorities. The funds from the Federation shall be provided in addition to funds belonging to the Länder. The duration of the grants shall be limited, and the grants must be reviewed at regular intervals with respect to the manner in which they are used. The financial assistance must be designed with descending annual contributions.",basic_law,2970
X,Finance,0,,104b,Financial assistance for investments,(3),0,0,"Upon request, the Bundestag, the Federal Government and the Bundesrat shall be informed about the implementation of such measures and the improvements reached.",basic_law,2971
X,Finance,0,,104c,Financial assistance for investments in municipal education infrastructure,0,0,0,"The Federation may grant the Länder financial assistance for investments of significance to the nation as a whole, and for special limited-term expenditures on the part of the Länder and municipalities (associations of municipalities) directly connected with such investments to improve the efficiency of municipal education infrastructure. The first three sentences and the fifth and sixth sentences of paragraph (2), as well as paragraph (3) of Article 104b, shall apply, mutatis mutandis. To ensure that the funds are used for their intended purpose, the Federal Government may require the submission of reports and, where circumstances so warrant, documents.",basic_law,2972
X,Finance,0,,104d,Financial assistance for investments in social housing,0,0,0,"The Federation may grant the Länder financial assistance for investments of significance to the nation as a whole on the part of the Länder and municipalities (associations of municipalities) in social housing. The first five sentences of paragraph (2), as well as paragraph (3) of Article 104b, shall apply, mutatis mutandis.",basic_law,2973
X,Finance,0,,105,Distribution of powers regarding tax laws,(1),0,0,The Federation shall have exclusive power to legislate with respect to customs duties and fiscal monopolies.,basic_law,2974
X,Finance,0,,105,Distribution of powers regarding tax laws,(2),0,0,The Federation shall have concurrent power to legislate with respect to taxes on real property. It shall have concurrent power to legislate with respect to all other taxes the revenue from which accrues to it wholly or in part or as to which the conditions provided for in paragraph (2) of Article 72 apply. (2a) The Länder shall have power to legislate with regard to local taxes on consumption and expenditures so long and insofar as such taxes are not substantially similar to taxes regulated by federal law. They are empowered to determine the rate of the tax on acquisition of real estate.,basic_law,2975
